m,TagName,m0
2017-09-01 00:00:00,c#,13772
2017-09-01 00:00:00,c++,7363
2017-09-01 00:00:00,r,2119
2017-09-01 00:00:00,swift,4485
2017-09-01 00:00:00,go,1346
2017-10-01 00:00:00,python,8742
2017-10-01 00:00:00,javascript,23619
2017-10-01 00:00:00,java,19503
2017-10-01 00:00:00,c#,13706
2017-10-01 00:00:00,c++,7284
2017-10-01 00:00:00,r,2275
2017-10-01 00:00:00,swift,4491
2017-10-01 00:00:00,go,1387
2017-11-01 00:00:00,python,8925
2017-11-01 00:00:00,javascript,23346
2017-11-01 00:00:00,java,19924
2017-11-01 00:00:00,c#,13482
2017-11-01 00:00:00,c++,7295
2017-11-01 00:00:00,r,2184
2017-11-01 00:00:00,swift,4490
2017-11-01 00:00:00,go,1397
2017-12-01 00:00:00,python,8805
2017-12-01 00:00:00,javascript,23311
2017-12-01 00:00:00,java,19680
2017-12-01 00:00:00,c#,13236
2017-12-01 00:00:00,c++,7286
2017-12-01 00:00:00,r,2391
2017-12-01 00:00:00,swift,4523
2017-12-01 00:00:00,go,1341
2018-01-01 00:00:00,python,8917
2018-01-01 00:00:00,javascript,23145
2018-01-01 00:00:00,java,19665
2018-01-01 00:00:00,c#,13172
2018-01-01 00:00:00,c++,7296
2018-01-01 00:00:00,r,2221
2018-01-01 00:00:00,swift,4428
2018-01-01 00:00:00,go,1428
2018-02-01 00:00:00,python,9370
2018-02-01 00:00:00,javascript,23174
2018-02-01 00:00:00,java,19517
2018-02-01 00:00:00,c#,13036
2018-02-01 00:00:00,c++,7041
2018-02-01 00:00:00,r,2413
2018-02-01 00:00:00,swift,4436
2018-02-01 00:00:00,go,1351
2018-03-01 00:00:00,python,9329
2018-03-01 00:00:00,javascript,23565
2018-03-01 00:00:00,java,19286
2018-03-01 00:00:00,c#,12870
2018-03-01 00:00:00,c++,7284
2018-03-01 00:00:00,r,2349
2018-03-01 00:00:00,swift,4391
2018-03-01 00:00:00,go,1585
2018-04-01 00:00:00,python,9731
2018-04-01 00:00:00,javascript,23193
2018-04-01 00:00:00,java,19714
2018-04-01 00:00:00,c#,12658
2018-04-01 00:00:00,c++,7266
2018-04-01 00:00:00,r,2534
2018-04-01 00:00:00,swift,4429
2018-04-01 00:00:00,go,1461
2018-05-01 00:00:00,python,9625
2018-05-01 00:00:00,javascript,23010
2018-05-01 00:00:00,java,19475
2018-05-01 00:00:00,c#,12894
2018-05-01 00:00:00,c++,7204
2018-05-01 00:00:00,r,2500
2018-05-01 00:00:00,swift,4365
2018-05-01 00:00:00,go,1483
2018-06-01 00:00:00,python,9924
2018-06-01 00:00:00,javascript,23491
2018-06-01 00:00:00,java,19565
2018-06-01 00:00:00,c#,12527
2018-06-01 00:00:00,c++,6845
2018-06-01 00:00:00,r,2361
2018-06-01 00:00:00,swift,4361
2018-06-01 00:00:00,go,1478
2018-07-01 00:00:00,python,10049
2018-07-01 00:00:00,javascript,23077
2018-07-01 00:00:00,java,18997
2018-07-01 00:00:00,c#,12598
2018-07-01 00:00:00,c++,6964
2018-07-01 00:00:00,r,2571
2018-07-01 00:00:00,swift,4306
2018-07-01 00:00:00,go,1546
2018-08-01 00:00:00,python,10252
2018-08-01 00:00:00,javascript,23213
2018-08-01 00:00:00,java,19106
2018-08-01 00:00:00,c#,12293
2018-08-01 00:00:00,c++,6899
2018-08-01 00:00:00,r,2597
2018-08-01 00:00:00,swift,4261
2018-08-01 00:00:00,go,1619
2018-09-01 00:00:00,python,10589
2018-09-01 00:00:00,javascript,22496
2018-09-01 00:00:00,java,19256
2018-09-01 00:00:00,c#,12120
2018-09-01 00:00:00,c++,6959
2018-09-01 00:00:00,r,2712
2018-09-01 00:00:00,swift,4347
2018-09-01 00:00:00,go,1508
2018-10-01 00:00:00,python,10392
2018-10-01 00:00:00,javascript,22370
2018-10-01 00:00:00,java,19249
2018-10-01 00:00:00,c#,12179
2018-10-01 00:00:00,c++,6979
2018-10-01 00:00:00,r,2686
2018-10-01 00:00:00,swift,4317
2018-10-01 00:00:00,go,1571
2018-11-01 00:00:00,python,10491
2018-11-01 00:00:00,javascript,22597
2018-11-01 00:00:00,java,19005
2018-11-01 00:00:00,c#,12264
2018-11-01 00:00:00,c++,7036
2018-11-01 00:00:00,r,2910
2018-11-01 00:00:00,swift,4252
2018-11-01 00:00:00,go,1621
2018-12-01 00:00:00,python,11280
2018-12-01 00:00:00,javascript,22636
2018-12-01 00:00:00,java,18876
2018-12-01 00:00:00,c#,11821
2018-12-01 00:00:00,c++,6856
2018-12-01 00:00:00,r,2814
2018-12-01 00:00:00,swift,4292
2018-12-01 00:00:00,go,1726
2019-01-01 00:00:00,python,11070
2019-01-01 00:00:00,javascript,22532
2019-01-01 00:00:00,java,18958
2019-01-01 00:00:00,c#,11675
2019-01-01 00:00:00,c++,6708
2019-01-01 00:00:00,r,2795
2019-01-01 00:00:00,swift,4183
2019-01-01 00:00:00,go,1866
2019-02-01 00:00:00,python,11351
2019-02-01 00:00:00,javascript,22649
2019-02-01 00:00:00,java,18936
2019-02-01 00:00:00,c#,11499
2019-02-01 00:00:00,c++,6707
2019-02-01 00:00:00,r,2847
2019-02-01 00:00:00,swift,4210
2019-02-01 00:00:00,go,1660
2019-03-01 00:00:00,python,11664
2019-03-01 00:00:00,javascript,22347
2019-03-01 00:00:00,java,19127
2019-03-01 00:00:00,c#,11399
2019-03-01 00:00:00,c++,6531
2019-03-01 00:00:00,r,3011
2019-03-01 00:00:00,swift,4123
2019-03-01 00:00:00,go,1691
2019-04-01 00:00:00,python,11795
2019-04-01 00:00:00,javascript,22373
2019-04-01 00:00:00,java,18840
2019-04-01 00:00:00,c#,11373
2019-04-01 00:00:00,c++,6595
2019-04-01 00:00:00,r,2815
2019-04-01 00:00:00,swift,4129
2019-04-01 00:00:00,go,1729
2019-05-01 00:00:00,python,11676
2019-05-01 00:00:00,javascript,22180
2019-05-01 00:00:00,java,18705
2019-05-01 00:00:00,c#,11151
2019-05-01 00:00:00,c++,6472
2019-05-01 00:00:00,r,2898
2019-05-01 00:00:00,swift,4131
2019-05-01 00:00:00,go,1730
2019-06-01 00:00:00,python,12247
2019-06-01 00:00:00,javascript,22229
2019-06-01 00:00:00,java,18520
2019-06-01 00:00:00,c#,11197
2019-06-01 00:00:00,c++,6735
2019-06-01 00:00:00,r,2856
2019-06-01 00:00:00,swift,4259
2019-06-01 00:00:00,go,1906
2019-07-01 00:00:00,python,12228
2019-07-01 00:00:00,javascript,22131
2019-07-01 00:00:00,java,18473
2019-07-01 00:00:00,c#,10808
2019-07-01 00:00:00,c++,6535
2019-07-01 00:00:00,r,2880
2019-07-01 00:00:00,swift,4196
2019-07-01 00:00:00,go,1795
2019-08-01 00:00:00,python,12571
2019-08-01 00:00:00,javascript,22070
2019-08-01 00:00:00,java,18384
2019-08-01 00:00:00,c#,11141
2019-08-01 00:00:00,c++,6555
2019-08-01 00:00:00,r,3101
2019-08-01 00:00:00,swift,4108
2019-08-01 00:00:00,go,1803
2019-09-01 00:00:00,python,12681
2019-09-01 00:00:00,javascript,22040
2019-09-01 00:00:00,java,18350
2019-09-01 00:00:00,c#,10911
2019-09-01 00:00:00,c++,6298
2019-09-01 00:00:00,r,2992
2019-09-01 00:00:00,swift,4058
2019-09-01 00:00:00,go,1872
2019-10-01 00:00:00,python,13072
2019-10-01 00:00:00,javascript,21424
2019-10-01 00:00:00,java,17764
2019-10-01 00:00:00,c#,10786
2019-10-01 00:00:00,c++,6372
2019-10-01 00:00:00,r,3164
2019-10-01 00:00:00,swift,4035
2019-10-01 00:00:00,go,1900
2019-11-01 00:00:00,python,13255
2019-11-01 00:00:00,javascript,21532
2019-11-01 00:00:00,java,18157
2019-11-01 00:00:00,c#,10552
2019-11-01 00:00:00,c++,6294
2019-11-01 00:00:00,r,3282
2019-11-01 00:00:00,swift,4118
2019-11-01 00:00:00,go,1912
2019-12-01 00:00:00,python,13533
2019-12-01 00:00:00,javascript,21552
2019-12-01 00:00:00,java,17804
2019-12-01 00:00:00,c#,10357
2019-12-01 00:00:00,c++,6239
2019-12-01 00:00:00,r,3233
2019-12-01 00:00:00,swift,3981
2019-12-01 00:00:00,go,1981
2020-01-01 00:00:00,python,13465
2020-01-01 00:00:00,javascript,21498
2020-01-01 00:00:00,java,18085
2020-01-01 00:00:00,c#,10322
2020-01-01 00:00:00,c++,6301
2020-01-01 00:00:00,r,3128
2020-01-01 00:00:00,swift,3957
2020-01-01 00:00:00,go,2008
2020-02-01 00:00:00,python,13607
2020-02-01 00:00:00,javascript,21005
2020-02-01 00:00:00,java,17796
2020-02-01 00:00:00,c#,10186
2020-02-01 00:00:00,c++,6106
2020-02-01 00:00:00,r,3298
2020-02-01 00:00:00,swift,4032
2020-02-01 00:00:00,go,1935
2020-03-01 00:00:00,python,14234
2020-03-01 00:00:00,javascript,21182
2020-03-01 00:00:00,java,17596
2020-03-01 00:00:00,c#,10102
2020-03-01 00:00:00,c++,6446
2020-03-01 00:00:00,r,3213
2020-03-01 00:00:00,swift,3847
2020-03-01 00:00:00,go,2036
2020-04-01 00:00:00,python,13954
2020-04-01 00:00:00,javascript,21039
2020-04-01 00:00:00,java,17992
2020-04-01 00:00:00,c#,10105
2020-04-01 00:00:00,c++,6075
2020-04-01 00:00:00,r,3342
2020-04-01 00:00:00,swift,3884
2020-04-01 00:00:00,go,2023
2020-05-01 00:00:00,python,14690
2020-05-01 00:00:00,javascript,20570
2020-05-01 00:00:00,java,17404
2020-05-01 00:00:00,c#,10095
2020-05-01 00:00:00,c++,5825
2020-05-01 00:00:00,r,3423
2020-05-01 00:00:00,swift,3833
2020-05-01 00:00:00,go,2131
2020-06-01 00:00:00,python,14727
2020-06-01 00:00:00,javascript,20961
2020-06-01 00:00:00,java,17559
2020-06-01 00:00:00,c#,9698
2020-06-01 00:00:00,c++,6113
2020-06-01 00:00:00,r,3452
2020-06-01 00:00:00,swift,3875
2020-06-01 00:00:00,go,2149
2020-07-01 00:00:00,python,15060
2020-07-01 00:00:00,javascript,20454
2020-07-01 00:00:00,java,16952
2020-07-01 00:00:00,c#,9758
2020-07-01 00:00:00,c++,5978
2020-07-01 00:00:00,r,3590
2020-07-01 00:00:00,swift,3752
2020-07-01 00:00:00,go,2073
2020-08-01 00:00:00,python,15386
2020-08-01 00:00:00,javascript,20797
2020-08-01 00:00:00,java,17289
2020-08-01 00:00:00,c#,9761
2020-08-01 00:00:00,c++,5982
2020-08-01 00:00:00,r,3444
2020-08-01 00:00:00,swift,3711
2020-08-01 00:00:00,go,2069
2020-09-01 00:00:00,python,15326
2020-09-01 00:00:00,javascript,20469
2020-09-01 00:00:00,java,16950
2020-09-01 00:00:00,c#,9307
2020-09-01 00:00:00,c++,5856
2020-09-01 00:00:00,r,3566
2020-09-01 00:00:00,swift,3834
2020-09-01 00:00:00,go,2269
2020-10-01 00:00:00,python,15652
2020-10-01 00:00:00,javascript,20269
2020-10-01 00:00:00,java,16992
2020-10-01 00:00:00,c#,9196
2020-10-01 00:00:00,c++,5609
2020-10-01 00:00:00,r,3802
2020-10-01 00:00:00,swift,3732
2020-10-01 00:00:00,go,2378
2020-11-01 00:00:00,python,15751
2020-11-01 00:00:00,javascript,20107
2020-11-01 00:00:00,java,16523
2020-11-01 00:00:00,c#,9300
2020-11-01 00:00:00,c++,5813
2020-11-01 00:00:00,r,3706
2020-11-01 00:00:00,swift,3779
2020-11-01 00:00:00,go,2312
2020-12-01 00:00:00,python,16175
2020-12-01 00:00:00,javascript,19797
2020-12-01 00:00:00,java,16689
2020-12-01 00:00:00,c#,9038
2020-12-01 00:00:00,c++,5774
2020-12-01 00:00:00,r,3751
2020-12-01 00:00:00,swift,3683
2020-12-01 00:00:00,go,2193
2021-01-01 00:00:00,python,16085
2021-01-01 00:00:00,javascript,19579
2021-01-01 00:00:00,java,16325
2021-01-01 00:00:00,c#,9006
2021-01-01 00:00:00,c++,5630
2021-01-01 00:00:00,r,3816
2021-01-01 00:00:00,swift,3653
2021-01-01 00:00:00,go,2421
2021-02-01 00:00:00,python,16570
2021-02-01 00:00:00,javascript,19631
2021-02-01 00:00:00,java,16776
2021-02-01 00:00:00,c#,8995
2021-02-01 00:00:00,c++,5577
2021-02-01 00:00:00,r,3903
2021-02-01 00:00:00,swift,3594
2021-02-01 00:00:00,go,2384
2021-03-01 00:00:00,python,16755
2021-03-01 00:00:00,javascript,19388
2021-03-01 00:00:00,java,16354
2021-03-01 00:00:00,c#,9050
2021-03-01 00:00:00,c++,5623
2021-03-01 00:00:00,r,3966
2021-03-01 00:00:00,swift,3649
2021-03-01 00:00:00,go,2421
2021-04-01 00:00:00,python,17273
2021-04-01 00:00:00,javascript,19118
2021-04-01 00:00:00,java,16106
2021-04-01 00:00:00,c#,8744
2021-04-01 00:00:00,c++,5502
2021-04-01 00:00:00,r,3933
2021-04-01 00:00:00,swift,3498
2021-04-01 00:00:00,go,2394
2021-05-01 00:00:00,python,17239
2021-05-01 00:00:00,javascript,19538
2021-05-01 00:00:00,java,16067
2021-05-01 00:00:00,c#,8541
2021-05-01 00:00:00,c++,5564
2021-05-01 00:00:00,r,3899
2021-05-01 00:00:00,swift,3514
2021-05-01 00:00:00,go,2434
2021-06-01 00:00:00,python,17385
2021-06-01 00:00:00,javascript,18910
2021-06-01 00:00:00,java,16053
2021-06-01 00:00:00,c#,8511
2021-06-01 00:00:00,c++,5472
2021-06-01 00:00:00,r,4100
2021-06-01 00:00:00,swift,3529
2021-06-01 00:00:00,go,2483
2021-07-01 00:00:00,python,17846
2021-07-01 00:00:00,javascript,18373
2021-07-01 00:00:00,java,15996
2021-07-01 00:00:00,c#,8707
2021-07-01 00:00:00,c++,5532
2021-07-01 00:00:00,r,3937
2021-07-01 00:00:00,swift,3396
2021-07-01 00:00:00,go,2556
2021-08-01 00:00:00,python,18033
2021-08-01 00:00:00,javascript,18719
2021-08-01 00:00:00,java,15832
2021-08-01 00:00:00,c#,8265
2021-08-01 00:00:00,c++,5352
2021-08-01 00:00:00,r,4021
2021-08-01 00:00:00,swift,3357
2021-08-01 00:00:00,go,2635
2021-09-01 00:00:00,python,18275
2021-09-01 00:00:00,javascript,18287
2021-09-01 00:00:00,java,15357
2021-09-01 00:00:00,c#,8027
2021-09-01 00:00:00,c++,5347
2021-09-01 00:00:00,r,4023
2021-09-01 00:00:00,swift,3308
2021-09-01 00:00:00,go,2613
2021-10-01 00:00:00,python,18465
2021-10-01 00:00:00,javascript,17958
2021-10-01 00:00:00,java,15278
2021-10-01 00:00:00,c#,8137
2021-10-01 00:00:00,c++,5331
2021-10-01 00:00:00,r,4196
2021-10-01 00:00:00,swift,3261
2021-10-01 00:00:00,go,2615
2021-11-01 00:00:00,python,18768
2021-11-01 00:00:00,javascript,17863
2021-11-01 00:00:00,java,15510
2021-11-01 00:00:00,c#,7893
2021-11-01 00:00:00,c++,5335
2021-11-01 00:00:00,r,4179
2021-11-01 00:00:00,swift,3334
2021-11-01 00:00:00,go,2621
2021-12-01 00:00:00,python,19344
2021-12-01 00:00:00,javascript,17626
2021-12-01 00:00:00,java,14970
2021-12-01 00:00:00,c#,7597
2021-12-01 00:00:00,c++,5170
2021-12-01 00:00:00,r,4244
2021-12-01 00:00:00,swift,3221
2021-12-01 00:00:00,go,2665
2022-01-01 00:00:00,python,19224
2022-01-01 00:00:00,javascript,17143
2022-01-01 00:00:00,java,14980
2022-01-01 00:00:00,c#,7813
2022-01-01 00:00:00,c++,5000
2022-01-01 00:00:00,r,4287
2022-01-01 00:00:00,swift,3218
2022-01-01 00:00:00,go,2793
2022-02-01 00:00:00,python,19422
2022-02-01 00:00:00,javascript,17470
2022-02-01 00:00:00,java,14808
2022-02-01 00:00:00,c#,7525
2022-02-01 00:00:00,c++,5299
2022-02-01 00:00:00,r,4309
2022-02-01 00:00:00,swift,3143
2022-02-01 00:00:00,go,2745
2022-03-01 00:00:00,python,19938
2022-03-01 00:00:00,javascript,17102
2022-03-01 00:00:00,java,14605
2022-03-01 00:00:00,c#,7593
2022-03-01 00:00:00,c++,5027
2022-03-01 00:00:00,r,4365
2022-03-01 00:00:00,swift,3080
2022-03-01 00:00:00,go,2815
2022-04-01 00:00:00,python,20050
2022-04-01 00:00:00,javascript,16677
2022-04-01 00:00:00,java,14156
2022-04-01 00:00:00,c#,7526
2022-04-01 00:00:00,c++,4972
2022-04-01 00:00:00,r,4591
2022-04-01 00:00:00,swift,3082
2022-04-01 00:00:00,go,2902
2022-05-01 00:00:00,python,20326
2022-05-01 00:00:00,javascript,16644
2022-05-01 00:00:00,java,14158
2022-05-01 00:00:00,c#,7207
2022-05-01 00:00:00,c++,4986
2022-05-01 00:00:00,r,4714
2022-05-01 00:00:00,swift,3113
2022-05-01 00:00:00,go,2853
2022-06-01 00:00:00,python,20696
2022-06-01 00:00:00,javascript,16356
2022-06-01 00:00:00,java,14298
2022-06-01 00:00:00,c#,7231
2022-06-01 00:00:00,c++,5036
2022-06-01 00:00:00,r,4434
2022-06-01 00:00:00,swift,2986
2022-06-01 00:00:00,go,2877
2022-07-01 00:00:00,python,20929
2022-07-01 00:00:00,javascript,15504
2022-07-01 00:00:00,java,13604
2022-07-01 00:00:00,c#,7315
2022-07-01 00:00:00,c++,4694
2022-07-01 00:00:00,r,4610
2022-07-01 00:00:00,swift,3026
2022-07-01 00:00:00,go,2957
2022-08-01 00:00:00,python,21039
2022-08-01 00:00:00,javascript,15615
2022-08-01 00:00:00,java,14026
2022-08-01 00:00:00,c#,7313
2022-08-01 00:00:00,c++,5010
2022-08-01 00:00:00,r,4589
2022-08-01 00:00:00,swift,2850
2022-08-01 00:00:00,go,2986
2022-09-01 00:00:00,python,21063
2022-09-01 00:00:00,javascript,15440
2022-09-01 00:00:00,java,13371
2022-09-01 00:00:00,c#,6998
2022-09-01 00:00:00,c++,4823
2022-09-01 00:00:00,r,4737
2022-09-01 00:00:00,swift,2802
2022-09-01 00:00:00,go,2952
2022-10-01 00:00:00,python,21670
2022-10-01 00:00:00,javascript,15465
2022-10-01 00:00:00,java,13085
2022-10-01 00:00:00,c#,6916
2022-10-01 00:00:00,c++,4781
2022-10-01 00:00:00,r,4744
2022-10-01 00:00:00,swift,2839
2022-10-01 00:00:00,go,3086
2022-11-01 00:00:00,python,21795
2022-11-01 00:00:00,javascript,15143
2022-11-01 00:00:00,java,13220
2022-11-01 00:00:00,c#,6905
2022-11-01 00:00:00,c++,4807
2022-11-01 00:00:00,r,4730
2022-11-01 00:00:00,swift,2746
2022-11-01 00:00:00,go,3007
2022-12-01 00:00:00,python,22111
2022-12-01 00:00:00,javascript,15006
2022-12-01 00:00:00,java,13368
2022-12-01 00:00:00,c#,6831
2022-12-01 00:00:00,c++,4596
2022-12-01 00:00:00,r,4869
2022-12-01 00:00:00,swift,2760
2022-12-01 00:00:00,go,3093
2023-01-01 00:00:00,python,22317
2023-01-01 00:00:00,javascript,14745
2023-01-01 00:00:00,java,12892
2023-01-01 00:00:00,c#,6701
2023-01-01 00:00:00,c++,4703
2023-01-01 00:00:00,r,4911
2023-01-01 00:00:00,swift,2764
2023-01-01 00:00:00,go,3130
2023-02-01 00:00:00,python,22649
2023-02-01 00:00:00,javascript,14397
2023-02-01 00:00:00,java,12635
2023-02-01 00:00:00,c#,6836
2023-02-01 00:00:00,c++,4585
2023-02-01 00:00:00,r,4928
2023-02-01 00:00:00,swift,2730
2023-02-01 00:00:00,go,3148
2023-03-01 00:00:00,python,22901
2023-03-01 00:00:00,javascript,14209
2023-03-01 00:00:00,java,12531
2023-03-01 00:00:00,c#,6649
2023-03-01 00:00:00,c++,4489
2023-03-01 00:00:00,r,4960
2023-03-01 00:00:00,swift,2700
2023-03-01 00:00:00,go,3166
2023-04-01 00:00:00,python,23037
2023-04-01 00:00:00,javascript,13800
2023-04-01 00:00:00,java,12500
2023-04-01 00:00:00,c#,6276
2023-04-01 00:00:00,c++,4745
2023-04-01 00:00:00,r,5034
2023-04-01 00:00:00,swift,2648
2023-04-01 00:00:00,go,3232
2023-05-01 00:00:00,python,23662
2023-05-01 00:00:00,javascript,13634
2023-05-01 00:00:00,java,12218
2023-05-01 00:00:00,c#,6271
2023-05-01 00:00:00,c++,4571
2023-05-01 00:00:00,r,5162
2023-05-01 00:00:00,swift,2678
2023-05-01 00:00:00,go,3299
2023-06-01 00:00:00,python,23831
2023-06-01 00:00:00,javascript,13183
2023-06-01 00:00:00,java,11969
2023-06-01 00:00:00,c#,6591
2023-06-01 00:00:00,c++,4413
2023-06-01 00:00:00,r,5237
2023-06-01 00:00:00,swift,2613
2023-06-01 00:00:00,go,3298
2023-07-01 00:00:00,python,24156
2023-07-01 00:00:00,javascript,13030
2023-07-01 00:00:00,java,11703
2023-07-01 00:00:00,c#,6161
2023-07-01 00:00:00,c++,4367
2023-07-01 00:00:00,r,5100
2023-07-01 00:00:00,swift,2502
2023-07-01 00:00:00,go,3329
2023-08-01 00:00:00,python,24450
2023-08-01 00:00:00,javascript,12670
2023-08-01 00:00:00,java,11438
2023-08-01 00:00:00,c#,6134
2023-08-01 00:00:00,c++,4392
2023-08-01 00:00:00,r,5356
2023-08-01 00:00:00,swift,2558
2023-08-01 00:00:00,go,3297
2023-09-01 00:00:00,python,25244
2023-09-01 00:00:00,javascript,12883
2023-09-01 00:00:00,java,11711
2023-09-01 00:00:00,c#,6127
2023-09-01 00:00:00,c++,4256
2023-09-01 00:00:00,r,5286
2023-09-01 00:00:00,swift,2436
2023-09-01 00:00:00,go,3380
2023-10-01 00:00:00,python,25096
2023-10-01 00:00:00,javascript,12186
2023-10-01 00:00:00,java,10623
2023-10-01 00:00:00,c#,6113
2023-10-01 00:00:00,c++,4299
2023-10-01 00:00:00,r,5278
2023-10-01 00:00:00,swift,2324
2023-10-01 00:00:00,go,3449
2023-11-01 00:00:00,python,25341
2023-11-01 00:00:00,javascript,12044
2023-11-01 00:00:00,java,10761
2023-11-01 00:00:00,c#,6042
2023-11-01 00:00:00,c++,4411
2023-11-01 00:00:00,r,5367
2023-11-01 00:00:00,swift,2445
2023-11-01 00:00:00,go,3517
2023-12-01 00:00:00,python,25753
2023-12-01 00:00:00,javascript,11769
2023-12-01 00:00:00,java,10625
2023-12-01 00:00:00,c#,5988
2023-12-01 00:00:00,c++,4154
2023-12-01 00:00:00,r,5457
2023-12-01 00:00:00,swift,2327
2023-12-01 00:00:00,go,3564
2024-01-01 00:00:00,python,25905
2024-01-01 00:00:00,javascript,11386
2024-01-01 00:00:00,java,10787
2024-01-01 00:00:00,c#,5726
2024-01-01 00:00:00,c++,4124
2024-01-01 00:00:00,r,5493
2024-01-01 00:00:00,swift,2432
2024-01-01 00:00:00,go,3476
