CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
2.55673,25.0,3.96,0,0.5424,5.349,63.6,1.8557,5,222,18.0,368.61,5.87,22.2
7.34513,0.0,7.57,0,0.6162,6.148,86.8,2.2011,8,222,18.2,325.88,24.68,16.0
4.72512,25.0,27.15,0,0.4761,6.925,59.9,3.472,1,307,21.3,355.56,29.98,8.2
4.17926,0.0,4.95,0,0.6793,6.191,59.3,2.7197,2,222,20.6,296.0,12.81,21.9
4.24301,0.0,14.32,0,0.5175,7.338,99.1,1.6239,1,222,20.5,298.95,12.62,27.4
1.55922,12.5,17.46,0,0.4814,5.264,76.4,1.6624,2,307,18.8,282.82,7.73,23.6
1.21647,0.0,19.67,0,0.6331,6.272,45.8,2.7246,5,403,20.3,396.9,19.75,20.4
5.80081,0.0,15.92,0,0.3827,5.403,71.6,5.3476,4,666,16.6,372.07,34.3,10.4
5.81465,12.5,1.46,0,0.3838,6.535,40.7,7.9473,8,307,19.6,396.9,16.62,13.5
7.06283,12.5,9.79,0,0.4873,6.901,25.1,1.3636,8,403,18.1,396.9,11.43,28.8
8.55616,0.0,14.82,0,0.398,5.985,60.9,2.5982,3,307,14.1,315.21,11.03,21.4
2.50633,0.0,3.51,0,0.4329,4.457,93.0,1.4169,24,403,15.1,396.9,20.64,20.8
2.43665,0.0,10.42,0,0.546,6.419,93.1,1.1502,1,307,17.0,355.33,9.49,26.3
5.60332,0.0,2.07,0,0.7733,6.586,36.1,4.3516,8,403,19.3,342.32,17.99,6.5
3.67402,0.0,3.27,0,0.6603,6.563,54.1,3.8673,5,307,17.0,396.9,8.81,18.6
4.23693,0.0,11.64,0,0.6312,7.145,23.4,1.6339,4,403,17.2,396.9,2.34,34.7
5.56017,50.0,4.69,0,0.5238,5.53,99.6,1.899,24,307,20.0,324.88,6.54,28.9
7.72563,0.0,16.13,0,0.8366,6.756,98.2,1.172,5,666,17.2,396.9,7.58,23.6
1.44369,0.0,19.33,0,0.5745,7.115,66.0,6.5045,1,666,21.2,242.69,3.23,18.0
1.64828,0.0,22.26,1,0.4227,5.035,81.0,12.1,3,222,20.8,378.86,2.78,6.1
0.34544,50.0,6.46,0,0.6824,6.504,72.3,1.5367,8,403,18.4,221.64,9.37,30.6
3.02195,0.0,5.6,0,0.4358,5.927,60.5,1.8898,5,307,20.0,268.0,2.59,28.7
0.12811,0.0,3.95,0,0.5492,6.223,8.1,7.1842,24,403,19.7,396.9,5.31,17.2
2.19312,0.0,17.94,0,0.6286,6.523,47.1,8.9299,2,666,17.9,116.28,15.35,9.5
2.73803,0.0,19.78,0,0.8084,5.939,68.4,2.7323,4,403,20.2,396.9,35.06,5.0
1.18171,0.0,2.03,0,0.6218,5.807,68.7,1.2558,24,307,20.5,396.9,14.35,20.0
3.12771,25.0,25.82,0,0.7241,6.304,39.1,1.2206,5,403,16.4,191.13,37.9,8.1
0.10841,50.0,2.57,0,0.8665,5.519,94.3,3.6596,4,307,18.7,396.9,13.68,9.6
0.13322,0.0,15.44,0,0.4444,5.52,19.2,2.5972,8,666,18.7,396.9,5.18,21.6
6.05273,0.0,19.85,0,0.5146,6.756,51.5,1.1872,2,666,20.2,340.36,12.85,22.8
1.56305,50.0,24.11,0,0.5733,5.476,70.0,3.7258,3,666,17.5,273.22,13.81,17.1
0.47561,12.5,19.98,0,0.5867,6.746,70.6,1.1341,24,222,17.1,396.9,6.35,35.5
2.58529,0.0,22.29,0,0.5814,6.604,65.9,5.7446,3,666,18.8,325.66,1.88,21.5
5.14377,0.0,10.13,0,0.8247,5.072,29.6,2.1977,2,403,20.9,371.09,13.85,6.1
0.85091,0.0,22.63,1,0.7299,5.806,18.1,1.2233,4,222,15.9,396.9,1.92,26.4
3.41327,0.0,3.31,0,0.6779,7.116,64.6,3.7628,8,666,16.2,342.78,11.67,22.9
0.31224,12.5,24.73,0,0.5316,5.593,61.1,2.6209,5,403,17.3,334.91,3.49,20.3
0.18573,50.0,15.6,0,0.7837,5.955,20.3,12.026,2,403,17.7,242.08,10.04,7.4
2.65268,50.0,22.69,0,0.848,6.603,71.4,3.4571,1,403,14.7,299.85,8.71,20.1
2.72269,0.0,13.1,0,0.7824,6.828,47.1,2.0657,4,307,21.5,333.13,1.84,27.1
3.55088,0.0,18.13,0,0.3808,6.104,67.7,4.8078,3,222,18.1,245.13,6.21,24.7
4.53236,80.0,15.04,0,0.6918,5.862,84.2,2.0503,24,403,17.8,253.29,10.89,30.1
13.03245,25.0,20.44,0,0.4051,7.276,19.4,8.1378,2,307,21.8,359.62,20.58,12.3
2.54202,0.0,3.35,0,0.5062,7.497,4.8,2.5087,3,666,19.9,190.13,23.65,10.8
1.36507,50.0,2.79,0,0.4092,6.965,78.6,3.4946,4,403,17.3,277.48,8.31,35.8
5.54979,25.0,7.7,0,0.6759,6.34,62.1,1.2557,3,307,18.7,396.9,14.74,22.9
1.10548,0.0,5.4,1,0.7164,5.714,70.8,2.766,2,403,18.3,325.51,5.5,25.2
2.02294,0.0,24.13,0,0.4361,5.699,84.3,6.4579,4,222,21.4,314.23,5.89,13.2
0.28597,0.0,6.97,0,0.5681,6.646,80.9,6.0143,1,222,18.0,325.1,3.86,22.7
0.08987,0.0,26.87,1,0.6036,6.573,96.2,1.862,2,666,15.4,326.53,9.95,30.6
11.50583,0.0,10.06,0,0.5608,7.261,54.9,1.8689,5,403,14.5,396.9,5.48,32.3
6.32719,25.0,5.99,0,0.4393,6.735,50.3,6.1998,8,307,21.5,396.9,2.58,17.8
4.16725,0.0,21.97,0,0.5853,5.228,41.9,9.0949,2,666,16.7,321.43,13.25,17.7
1.84051,0.0,18.52,0,0.7481,7.016,17.8,1.4007,4,403,19.8,337.35,14.0,24.1
0.66607,0.0,14.3,0,0.4148,5.581,58.5,2.8938,24,666,18.6,396.9,6.16,25.9
0.59542,0.0,15.81,0,0.4193,6.011,29.8,2.335,8,307,17.5,220.67,2.5,34.3
1.00802,50.0,20.12,0,0.5538,6.455,92.4,7.2366,2,666,17.9,351.42,7.26,23.1
2.78877,0.0,7.21,0,0.8414,7.677,59.5,1.3617,1,666,21.7,368.77,7.54,21.2
4.38847,0.0,27.4,0,0.7076,8.457,60.5,1.8114,24,666,15.4,286.7,12.75,35.2
3.77787,12.5,26.84,0,0.7125,6.705,37.4,5.2887,1,403,17.6,346.24,5.49,24.5
1.14944,0.0,18.3,0,0.5573,6.152,7.9,1.258,5,307,20.3,274.55,13.18,19.8
10.84336,0.0,6.45,0,0.6709,6.654,6.0,3.135,24,222,15.7,396.9,22.22,20.1
4.68656,0.0,19.09,0,0.385,6.901,44.0,2.8508,3,403,21.2,236.16,4.41,27.5
2.82881,0.0,3.1,1,0.6917,6.056,11.1,2.3212,24,222,20.3,396.9,37.9,7.8
3.31111,0.0,2.01,0,0.8275,7.537,61.8,2.6055,8,222,19.0,350.0,6.58,26.2
1.90413,0.0,7.98,0,0.6802,6.441,88.4,3.3647,24,403,17.3,316.28,4.81,28.3
0.99631,0.0,13.37,0,0.8081,6.628,88.6,1.6279,4,403,15.4,266.18,7.17,23.6
1.54005,50.0,24.04,0,0.7347,6.746,66.9,3.6459,4,307,19.9,396.9,2.69,26.1
4.96364,0.0,20.32,0,0.4391,6.575,23.4,6.0109,3,307,22.0,297.93,3.04,28.0
0.05074,0.0,20.73,0,0.8222,6.867,86.7,5.3834,24,666,18.7,251.55,7.05,17.3
0.43183,0.0,12.39,0,0.4126,5.848,88.9,1.6014,1,222,14.6,396.9,16.07,26.5
0.16483,0.0,10.3,0,0.6416,5.889,22.0,1.5849,1,307,19.4,275.21,24.76,20.1
0.14554,0.0,10.96,0,0.4496,5.51,74.5,2.0366,2,666,20.2,348.1,12.63,22.0
6.76971,0.0,27.18,0,0.3857,6.588,30.7,2.4439,5,307,16.5,396.9,2.81,28.2
4.25684,80.0,2.25,0,0.5868,6.825,80.8,2.6751,8,403,17.0,370.82,12.85,25.1
2.24975,0.0,24.0,0,0.5246,6.6,99.7,4.5155,5,307,16.8,396.9,11.79,24.5
0.36035,0.0,16.42,0,0.6181,7.452,5.8,1.2751,24,222,17.3,281.45,18.09,27.4
2.36781,0.0,12.74,0,0.6628,6.276,90.0,1.2059,5,307,18.0,337.65,19.14,19.1
2.24508,80.0,20.27,0,0.4014,6.748,63.4,2.5923,2,222,16.6,344.61,21.96,33.7
0.66568,0.0,14.0,0,0.4403,5.516,97.4,4.6837,5,403,15.8,396.9,7.05,21.0
1.99115,0.0,24.17,0,0.6537,6.009,48.1,1.7449,3,222,18.8,396.9,13.67,19.3
1.77918,0.0,24.89,0,0.5482,6.767,85.2,4.1775,2,307,18.0,363.23,4.82,19.4
3.34853,12.5,12.29,0,0.7373,6.874,9.0,2.0026,3,666,17.5,344.21,37.9,14.2
3.5284,0.0,8.48,1,0.6996,6.074,35.5,7.6169,24,403,18.6,223.13,3.63,15.8
0.16227,25.0,16.78,1,0.7943,6.23,9.4,7.8812,2,307,15.2,366.71,1.8,26.2
1.64284,0.0,25.2,0,0.7193,5.217,97.6,2.1584,24,403,19.0,298.07,3.31,22.6
3.44094,0.0,6.74,0,0.5907,6.03,82.2,1.8841,24,403,17.5,396.9,16.66,27.2
2.44804,0.0,17.58,0,0.7098,6.903,85.7,2.6895,5,307,18.9,319.73,7.62,25.3
6.79472,0.0,17.81,0,0.5149,6.683,94.0,1.9254,3,307,19.2,334.94,7.63,24.9
3.76241,0.0,20.48,0,0.5301,6.63,11.2,4.4477,24,666,20.8,225.18,32.72,9.9
0.62249,0.0,4.66,0,0.7666,6.315,40.3,6.3472,3,403,18.6,193.57,26.91,5.0
0.25614,12.5,20.03,0,0.5987,6.285,9.8,4.4542,3,403,20.6,396.9,5.43,22.3
3.59938,0.0,25.11,0,0.7712,5.818,23.4,6.3178,2,307,17.7,368.27,4.05,15.4
0.09404,0.0,5.93,0,0.783,6.769,25.2,2.6175,4,222,17.8,392.99,20.57,16.4
3.08472,0.0,7.45,0,0.8002,6.575,48.5,1.6099,5,307,18.2,274.49,25.35,10.8
9.86039,0.0,26.75,0,0.8292,6.624,29.0,5.1177,24,403,20.0,396.9,9.5,15.1
2.99874,0.0,5.96,0,0.5912,5.912,12.7,2.4411,3,307,19.7,396.9,11.63,22.3
1.71955,0.0,23.67,0,0.5362,4.773,19.2,4.4376,8,666,18.7,284.38,4.67,12.7
3.6079,0.0,14.15,0,0.6653,7.048,17.2,2.0468,4,222,15.8,261.24,17.83,21.4
2.14535,25.0,7.7,0,0.5619,5.945,97.4,1.3542,24,307,19.7,290.67,11.7,22.8
2.76085,50.0,24.1,0,0.6745,5.676,76.6,12.1,8,666,16.6,354.05,8.7,5.0
9.93345,0.0,12.91,0,0.7257,6.765,96.9,1.6095,5,403,16.5,371.64,2.32,33.7
1.70775,0.0,14.74,0,0.7173,6.006,45.6,12.1,5,307,16.0,360.06,26.46,5.0
11.37182,0.0,10.65,0,0.5635,7.022,29.9,12.1,3,403,18.2,396.9,11.26,7.6
8.25152,0.0,16.79,0,0.4618,6.712,80.4,5.837,3,666,20.9,292.25,3.84,20.9
0.76264,0.0,5.5,0,0.591,6.758,34.6,4.3313,24,403,16.4,258.8,11.02,24.1
0.25159,0.0,11.49,0,0.4499,5.324,32.0,3.6869,2,666,21.9,356.61,13.02,12.9
0.37179,12.5,26.7,0,0.8161,7.128,25.5,7.132,4,666,20.3,204.22,9.16,18.0
0.06436,0.0,7.99,1,0.5495,6.463,15.5,2.1251,24,666,15.3,396.9,14.36,30.0
0.34722,0.0,18.47,0,0.4557,6.022,27.8,2.9915,4,307,17.6,365.42,10.41,21.8
4.02106,0.0,9.75,0,0.3925,6.38,37.4,3.9979,3,403,16.2,326.18,31.22,13.7
0.25847,0.0,21.54,0,0.6965,5.037,68.3,2.689,5,403,19.8,321.18,2.25,13.8
1.34455,0.0,4.64,0,0.6921,6.566,9.0,2.7732,3,222,16.3,396.9,2.82,23.9
6.52234,0.0,26.71,0,0.5469,5.559,23.3,2.3027,5,222,15.0,396.9,3.61,28.7
0.08241,0.0,13.13,0,0.4151,5.333,81.5,3.5919,24,222,17.7,334.43,13.42,16.8
5.89586,12.5,7.41,0,0.5807,5.214,17.2,6.8029,5,222,20.9,396.9,12.07,15.4
1.15879,0.0,3.13,0,0.5325,7.059,36.2,1.7752,3,403,18.0,396.9,23.96,21.5
0.44013,0.0,5.66,0,0.7118,5.84,86.9,9.2741,1,666,19.2,386.8,14.9,5.0
4.17604,0.0,14.87,0,0.6768,7.354,17.9,4.6047,4,666,19.3,338.11,8.8,18.5
3.4699,0.0,10.06,0,0.5587,5.905,10.9,6.2995,8,307,15.2,390.91,37.9,8.4
7.34796,0.0,23.0,0,0.4868,5.085,49.9,3.5371,5,666,16.5,263.08,4.79,22.2
4.64903,12.5,12.53,0,0.8641,5.498,32.3,5.6358,5,403,18.4,363.0,19.61,9.1
5.69449,25.0,7.74,0,0.6025,7.145,57.6,1.149,1,403,17.2,335.62,7.27,29.9
1.15967,25.0,17.43,0,0.7173,6.171,80.9,6.2175,24,403,22.0,321.51,12.16,9.3
0.68367,0.0,19.79,0,0.4489,5.896,16.2,1.2229,24,307,15.8,201.21,14.69,29.8
4.86065,0.0,5.59,1,0.6179,6.392,59.3,7.7195,24,222,16.5,264.12,11.74,15.5
5.75473,0.0,5.61,0,0.3935,6.631,52.0,12.1,8,666,19.0,312.87,3.21,17.5
16.29952,0.0,2.16,0,0.6277,7.062,16.9,2.1447,2,403,17.1,396.9,7.55,26.3
1.86228,25.0,20.57,0,0.8524,7.294,63.5,1.8084,1,403,12.6,382.32,9.94,32.5
1.62835,0.0,18.66,0,0.5683,6.028,29.5,5.4492,8,222,22.0,396.9,20.61,15.0
5.24284,0.0,13.68,0,0.3991,5.352,50.3,1.9752,1,403,16.1,396.9,7.56,25.2
1.45857,0.0,23.4,1,0.3952,5.991,10.9,7.12,5,666,19.6,386.24,26.8,9.9
9.34548,0.0,22.39,0,0.5701,6.462,47.5,1.4256,4,307,15.8,369.23,7.5,30.6
6.84194,0.0,16.59,0,0.4584,5.605,32.7,1.5039,1,403,16.6,269.03,9.66,22.1
1.96124,0.0,24.04,0,0.3914,5.61,82.8,12.1,2,666,15.0,396.9,17.61,13.7
4.86425,0.0,6.61,0,0.7505,6.521,8.4,4.4611,3,403,16.8,228.99,10.45,24.0
4.91622,25.0,4.14,0,0.6047,6.246,43.5,6.7297,8,222,17.0,367.29,33.94,5.0
0.38093,25.0,8.29,0,0.5217,6.303,47.4,2.2761,1,403,18.1,396.9,12.5,19.7
8.14956,0.0,2.7,0,0.821,5.749,73.3,4.4855,1,403,17.6,396.9,9.1,10.4
2.46298,0.0,15.17,0,0.4369,6.119,58.7,3.806,2,307,15.4,252.64,1.94,26.2
6.12966,0.0,25.83,0,0.8484,5.633,67.7,3.8726,4,222,17.3,318.81,7.04,18.3
1.35007,0.0,2.23,0,0.5338,6.903,78.4,4.5421,1,222,21.4,284.69,5.26,27.5
7.90577,0.0,4.41,0,0.8153,7.005,86.6,3.6695,1,307,21.2,178.36,15.49,15.9
1.72546,0.0,13.09,0,0.6754,4.988,33.4,2.7814,4,403,19.4,368.33,4.04,17.6
0.03814,0.0,25.76,0,0.7851,5.629,55.1,2.0686,2,666,19.8,292.01,4.0,20.7
8.25268,0.0,9.51,0,0.8622,5.232,84.5,5.4906,8,222,22.0,396.9,3.8,5.7
0.33504,0.0,14.54,0,0.5213,5.825,99.0,1.8696,8,222,19.6,396.9,3.04,28.9
1.34629,0.0,2.29,0,0.851,6.222,89.3,4.6364,1,403,19.8,360.33,5.43,17.0
10.4894,50.0,5.1,0,0.5708,5.265,39.0,1.8971,4,403,15.1,314.06,23.41,20.3
10.52782,12.5,27.15,0,0.5689,5.635,21.9,4.0451,1,222,16.1,366.96,16.61,14.8
2.98199,0.0,26.58,0,0.5468,5.577,50.4,5.224,24,403,18.3,333.57,14.99,13.7
3.49731,25.0,1.33,0,0.6453,6.425,74.9,1.8404,3,666,16.7,362.86,17.66,24.1
2.08255,0.0,26.23,0,0.4555,6.329,50.7,1.2854,8,222,16.3,396.9,4.84,36.5
1.21458,25.0,18.01,0,0.6513,5.775,49.8,1.5211,24,666,16.5,260.77,23.54,15.3
1.3947,12.5,24.03,0,0.6454,6.404,84.3,3.8942,5,666,15.4,341.42,3.18,29.5
3.90713,0.0,13.16,0,0.7533,5.897,38.0,6.7803,3,403,16.7,396.9,5.8,13.6
4.88543,0.0,14.76,0,0.7885,6.09,86.4,1.2381,1,666,19.1,320.59,10.54,25.6
5.48868,0.0,14.06,0,0.5958,7.451,42.4,5.0745,2,403,22.0,396.9,2.79,22.1
5.45591,0.0,18.74,0,0.5281,7.218,34.8,2.3525,8,307,20.1,396.9,14.8,25.5
0.33473,0.0,4.87,0,0.5071,5.37,47.0,3.0533,5,403,19.7,291.9,6.6,21.3
2.38717,0.0,1.99,0,0.4754,6.861,76.9,9.0293,3,666,15.0,374.97,17.04,25.0
0.20749,0.0,9.3,0,0.4082,6.848,15.1,2.3103,8,307,18.7,293.19,8.49,30.3
2.79111,25.0,19.73,0,0.5478,5.476,22.0,2.9784,4,403,18.3,284.9,3.7,22.9
2.03894,80.0,6.51,0,0.5124,6.853,95.3,1.1413,2,666,19.0,343.98,14.97,30.5
7.65317,0.0,18.91,0,0.8535,7.357,19.9,1.3554,3,222,17.6,396.9,4.61,29.2
1.51267,0.0,26.71,0,0.6533,5.494,58.0,1.9976,4,222,21.9,396.9,8.45,16.4
0.43577,0.0,3.67,0,0.5502,5.638,59.2,1.1847,24,403,18.5,354.57,2.49,23.4
0.54008,0.0,18.89,0,0.6644,6.992,50.4,4.0939,1,403,18.7,396.9,11.32,19.4
5.01701,50.0,12.87,0,0.4482,6.47,65.5,2.7675,4,222,14.3,380.78,12.66,32.8
3.37017,0.0,24.03,0,0.5976,6.666,25.2,3.4832,3,666,18.2,251.31,6.46,19.3
0.37313,0.0,5.86,0,0.6869,6.518,56.6,1.6758,3,666,20.8,343.54,32.58,8.6
0.30749,0.0,19.42,0,0.6196,6.553,39.0,2.1526,24,666,19.6,350.02,22.43,19.8
4.22523,0.0,23.24,0,0.5769,5.351,67.1,4.3704,1,403,13.9,396.9,14.01,18.3
0.26441,0.0,26.04,1,0.867,7.013,16.6,11.1833,4,307,17.5,305.62,14.21,16.8
6.03815,25.0,19.17,1,0.8114,7.099,58.3,1.2552,4,307,22.0,274.46,4.61,21.0
4.2875,0.0,14.28,0,0.6855,6.119,20.9,7.7323,1,307,18.1,352.5,12.39,8.8
0.29697,0.0,17.45,0,0.659,6.25,30.0,3.6803,4,307,19.1,298.51,3.91,15.3
0.31029,0.0,24.05,0,0.6841,5.208,24.1,3.5898,8,307,21.8,327.48,3.25,22.6
15.1041,50.0,16.21,0,0.4786,6.64,20.7,3.1811,1,403,18.1,349.32,37.9,9.1
1.64093,25.0,2.0,0,0.5736,6.68,83.1,1.3158,2,403,20.1,322.13,11.44,18.6
1.62069,0.0,25.68,0,0.3993,6.236,30.6,1.3825,3,307,19.3,396.9,7.34,26.5
5.86451,0.0,19.33,0,0.613,7.067,92.9,3.8557,2,403,19.7,396.9,5.1,19.4
10.29758,0.0,18.99,0,0.6461,6.046,97.1,2.3509,8,403,19.2,396.9,10.96,16.6
14.94071,0.0,6.87,0,0.4916,6.675,58.4,8.5764,24,307,17.2,197.19,2.21,20.8
4.89965,50.0,18.53,0,0.8524,5.566,16.8,2.6656,8,666,17.5,298.82,2.69,24.9
1.65207,0.0,11.56,0,0.8256,6.264,39.3,1.5639,5,403,16.6,340.52,2.03,25.5
0.30518,0.0,18.33,0,0.7339,6.158,80.4,4.8628,5,666,15.0,190.44,8.61,20.3
5.25435,0.0,4.0,0,0.6414,6.438,38.6,2.1417,5,403,21.0,277.77,10.88,18.0
2.86076,0.0,18.5,0,0.8063,6.021,11.3,3.3363,1,403,18.4,339.37,2.35,16.2
1.93212,0.0,27.48,0,0.444,6.188,57.0,4.6903,4,307,20.9,316.19,14.47,11.1
8.28883,12.5,2.47,0,0.7673,6.858,85.0,8.0157,8,403,21.7,357.38,4.32,12.0
0.41258,0.0,26.9,0,0.4412,5.974,80.2,5.8134,2,222,18.5,232.33,13.26,17.7
2.37477,0.0,11.9,0,0.7692,5.155,19.9,4.4844,24,222,15.6,315.17,37.9,5.0
0.03997,0.0,24.1,0,0.5151,7.505,68.2,4.5149,2,307,18.0,370.27,13.45,18.7
2.21324,0.0,21.78,1,0.8098,7.247,24.3,9.8521,2,666,17.0,357.52,23.17,9.9
0.20283,0.0,16.11,0,0.8426,5.375,24.1,2.1522,2,666,14.2,396.82,31.3,14.0
0.44272,0.0,20.62,0,0.4529,6.763,87.8,1.1033,24,666,17.3,391.57,8.37,30.4
0.43759,12.5,24.3,0,0.6067,5.928,27.1,2.0522,5,222,18.2,319.96,13.82,19.1
3.66649,0.0,11.83,0,0.8607,6.464,28.5,1.8373,2,666,17.0,367.41,20.8,15.3
4.79709,0.0,9.8,0,0.6169,6.486,3.0,4.3527,24,666,16.8,284.6,6.11,20.6
3.06444,0.0,18.76,0,0.8031,6.116,87.4,4.113,24,307,15.7,332.28,4.73,17.2
11.46152,0.0,22.45,0,0.6685,5.731,79.9,3.8002,4,666,18.8,261.59,31.0,6.3
1.64429,50.0,21.25,0,0.5639,5.797,63.8,1.1491,24,222,22.0,396.9,14.66,23.0
1.17764,12.5,22.18,0,0.52,5.639,75.8,5.0145,5,222,21.1,331.99,4.18,18.3
7.10326,0.0,12.66,0,0.4796,5.698,17.7,2.2726,2,222,19.8,396.9,7.66,16.3
0.88579,0.0,22.71,0,0.7533,6.233,47.4,4.3814,24,307,19.8,384.63,17.62,13.0
11.56005,0.0,4.36,0,0.5694,5.779,37.0,3.5397,1,307,18.1,276.89,9.62,25.9
0.0428,0.0,15.52,0,0.6305,6.757,12.0,2.359,24,403,14.6,379.2,12.2,26.4
12.25884,0.0,1.35,0,0.6212,7.321,50.1,1.5336,3,666,17.6,396.9,15.71,23.7
0.15442,0.0,9.74,0,0.6629,5.874,92.3,1.3975,3,307,16.4,349.62,11.43,19.8
7.76202,0.0,10.84,0,0.8041,6.448,6.8,6.4428,3,222,18.7,363.26,9.47,15.2
2.6255,0.0,11.62,0,0.8606,6.63,31.2,8.6177,24,222,21.0,306.97,15.55,5.0
17.3489,12.5,19.49,0,0.5797,6.61,23.1,4.2477,5,307,22.0,358.77,14.7,18.2
0.26831,0.0,11.42,0,0.7855,6.333,26.0,1.4276,2,307,18.5,378.01,11.64,18.6
2.82488,0.0,13.0,0,0.7546,6.8,91.1,2.6426,8,307,14.9,304.51,6.16,27.6
12.19251,12.5,7.45,1,0.661,6.618,48.3,5.0162,8,403,18.5,259.46,6.91,22.7
2.59155,0.0,11.02,0,0.8485,5.414,48.2,5.6399,8,222,18.6,396.9,36.91,5.0
3.4742,0.0,7.18,0,0.4782,6.888,76.8,1.4774,5,403,19.8,396.9,2.89,31.8
4.16465,0.0,3.13,0,0.4335,6.901,17.9,1.1001,4,403,18.4,307.31,4.83,37.3
2.12145,0.0,17.07,0,0.7984,5.746,50.2,4.8358,1,666,18.5,376.37,8.48,14.7
3.45686,25.0,18.77,0,0.5952,6.307,44.7,2.4229,1,222,17.1,223.53,19.82,19.6
3.07239,12.5,17.49,0,0.795,6.758,60.9,1.981,3,222,17.7,178.66,3.49,26.1
8.09981,0.0,13.39,0,0.8176,6.133,100.0,1.1389,3,307,19.5,396.9,4.94,18.3
0.16279,0.0,11.19,0,0.4106,7.031,77.6,3.4315,24,307,14.2,377.26,2.38,37.1
1.15445,0.0,23.91,0,0.8129,7.935,41.5,6.8145,8,666,17.7,352.31,13.94,15.4
10.51399,0.0,14.85,0,0.5997,5.73,83.3,10.5841,24,403,19.8,377.54,4.42,9.2
7.73387,0.0,13.8,0,0.6301,5.313,19.5,3.6024,8,307,21.8,396.9,6.62,17.7
2.12861,50.0,1.87,0,0.687,6.493,5.9,3.2675,3,307,17.6,396.9,7.56,30.7
3.38777,0.0,10.17,0,0.8339,6.785,22.8,1.3667,2,222,20.9,262.51,23.89,13.2
1.13706,80.0,11.2,0,0.3894,6.118,36.0,3.488,4,222,21.9,205.37,7.0,29.1
0.72941,0.0,11.69,0,0.6137,7.297,52.5,2.534,24,307,17.6,396.9,3.27,33.0
2.18071,0.0,16.46,0,0.717,5.343,62.6,3.9029,4,222,17.2,396.9,9.13,15.2
1.52584,0.0,15.23,0,0.7341,6.765,91.3,2.5766,4,666,18.0,396.9,34.66,16.0
3.06685,25.0,17.19,0,0.7193,5.856,52.4,1.9245,4,307,18.2,283.44,11.06,18.6
0.28323,12.5,21.32,0,0.4459,7.484,51.6,1.3993,3,222,20.7,389.3,37.9,15.9
12.82736,25.0,22.58,0,0.5267,7.675,7.8,2.2347,1,666,16.8,291.5,20.1,31.0
14.99353,0.0,20.09,0,0.5558,5.743,6.3,1.4049,3,222,21.6,396.9,2.07,27.7
4.19252,0.0,26.33,0,0.7742,5.895,56.4,1.684,4,222,16.7,396.9,12.44,19.4
2.68827,25.0,1.68,0,0.5166,6.882,45.4,12.1,3,222,15.7,307.69,5.08,21.6
1.29633,0.0,6.35,1,0.4832,6.009,84.4,2.8615,4,307,19.5,396.9,9.9,23.9
5.88318,0.0,1.4,0,0.8491,6.248,18.5,3.377,5,403,21.0,366.94,4.98,15.4
4.04015,0.0,18.23,1,0.3843,6.298,5.3,7.3054,8,222,18.8,396.9,5.99,20.2
0.62116,80.0,24.82,0,0.8689,4.936,46.5,12.1,1,666,19.3,238.73,27.36,5.0
